all surgery	be perform under	local anesthesia	1
this study	provide	evidence	9
his ct	demonstrate	old infarct	2
duration	cause disruption of	connective and/or contractile tissue	3
same period of pregnancy	have not have	fetal loss	1
smooth muscle cell proliferation	be central to	process of restenosis	3
this prospective study	be divide into	hls group	3
dose of cimetidine	continue unchanged throughout	study	1
one patient	die before	diagnosis	2
cat-scratch disease	be	relatively common disorder	2
neurohumoral activation	be present in	congestive heart failure	1
changing insurance environment	emphasize	need	1
cause of bleeding	be establish by	angiography	1
one patient	do not have	diarrhea	2
body weight	decrease	fatigue	1
stereological analysis	show	<NUM> % increase	2
cocaine	significantly decrease	blood pressure	1
diagnosis	may lead to	joint destruction and disability	3
12-oxo-lithocholic acid	be	predominant urinary bile acid	2
high potassium diet	reduce	rise of blood pressure	2
phase ii study	be conduct employ	dose intensity of cisplatin	5
patient	be	<NUM> years of age	3
diarrhea	left	supraclavicular lymph node	2
extensive infection	predict	highest mortality and morbidity	2
main effect of ethanol	be express as	significant increase	4
coronary heart disease	be direct by	accurate diagnosis	2
serious arrhythmia	be rare after	paediatric myocardial infarction	4
oligoclonal proliferation	have	central nervous system involvement	2
renal failure	result in	significant reduction	2
single electrophysiologic test	have	favorable risk-benefit ratio	2
patient	elevated	esr	2
injury	may follow	relatively benign course	2
treatment period	result in	significant reduction	3
hyperlipidemia	have	one healed myocardial infarction	2
retinal disease	have acquire	infection	1
stress test	reveal	significant myocardial ischemia	2
each group	die of	their infection	2
prophylactic cranial irradiation	be give with	first cycle of chemotherapy	3
measles virus antigen	be detect in	placenta	3
rheumatoid arthritis	be study over	24-week period	2
4-year period	study	frequency	2
potent dopaminergic drug	induce	tumor shrinkage	2
diagnosis	be confirm by	histologic study	2
one factor	might induce	airway inflammation	1
early performance of ct	can help establish	diagnosis of osteomyelitis	4
pathologic examination	can detect	residual disease	1
physical examination	do not reveal	inguinal hernia	4
blood pressure	be stable throughout	treatment period	1
crack use	be associate with	increased risk	3
disease	best be quantify	absent further exposure	5
repeated measures analysis	show	significant height loss	2
chronic hepatitis and cirrhosis	present with	peritonitis	3
established hiv infection	be in	different stages of illness	2
one patient	develop	small epidural hematoma	2
systemic inflammation	promote	multiple organ failure	2
management of the patient	suffer from	disability	4
std group	develop	syndrome of obesity	2
chronic hypertension	be consider	pregnancy	2
total occlusion	result from	restenosis	2
coronary artery disease	be at	high risk	1
<NUM> mmol/l glucose	prevent	hypoxic cell injury	2
baseline study	be follow by	second study	2
definitive diagnosis	be uncommon before	surgery	2
ct	be potentially	fully three-dimensional method	2
pancreatic cellular injury	be common after	cardiac surgery	2
degenerative joint disease	can occur with	more severe obesity	5
pneumonia	be study for	evidence of infection	3
<NUM> patient	have	clinical disease	2
permanent post-doca nacl hypertension	be break by	aqueduct block	2
squamous cell disease	have	<NUM> % 5-year survival	1
tumor size	be	important prognostic factor	2
hyperinsulinemia	frequently occur with	essential hypertension	3
cat-scratch disease	be usually	benign <NUM> self-limited disease	2
pregnancy	be describe in	neonate	2
first stage	be	standard below-knee amputation	3
type <NUM> diabetes	seem to be	autoimmune disease	1
high-frequency percussive ventilation	be initiate within	<NUM> hours of intubation	3
youngest such patient	report to	date	2
drug	do not prevent	airway inflammation	2
progressive choroidal inflammatory disorder	typically have	variable saltatory course	2
diagnosis	be assess by	echocardiography	2
serum	total	cholesterol	1
cardiopulmonary bypass	be report in	patient	1
esophageal biopsy	be	dysphagia	3
ultrasonography	have	diagnosis	2
associated fibular fracture	be use in	this study	2
no visible injury	have	documented complaint of pain	2
chest radiograph	have	wide differential diagnosis	2
eosinophilic cystitis	recur follow	antireflux surgery	4
initial examination	be find at	subsequent study	2
no pre-existing cardiac disease	be evaluate use	echocardiography	1
angiography	have suggest	portal vein occlusion	2
ira median frequency	be	<NUM> h and urgency	2
chronic lung disease	often develop after	mechanical ventilation	1
primary biliary cirrhosis	be participate in	prospective study	1
disability	prevent	death	1
discriminant analysis	reveal	superiority of ct	5
' heart disease	commonly mimic	coronary artery disease	2
hyperglycemia	exceed	<NUM> mm plasma glucose	2
available evidence	do not support	need	1
mortality	observe with	each drug	2
visceral involvement	be suggestive of	acute graft-versus-host disease	3
hiv infection	be	independent risk factor	2
patient	develop	retropharyngeal abscess	4
primary tongue carcinoma	be treat by	cryosurgery	2
h pylori infection	be independent of	sex	1
total calcium	ionize	calcium	1
small number	lack	cd5 antigen	3
patient	die of	pneumonia	4
ultrasonography	be	<NUM> mm ( range	2
ergonovine provocation test	be	strongest factor	1
chronic theophylline intoxication	be	chronologic age	4
highly sensitive method	be superior to	transthoracic echocardiography	2
mitral valve disease	be confirm at	cardiac surgery	2
family history	provide	inexpensive and convenient method	3
degree of shrinkage	occur with	chemotherapy	2
necrosis and inflammation	prevent	definitive diagnosis	2
no convincing evidence	exist in	human subject	2
hyaline membrane disease	have not require	ventilation	3
women of childbearing age	be screen for	presence of infection	2
patient	have reversal of	congestive heart failure	2
adjacent bone	strongly suggest	concurrent osteomyelitis	3
cocaine use	deserve	further study	1
htlv-i infection	be	risk factor	2
progressive bone loss	observe in	primary biliary cirrhosis	2
patient	die of	recurrent tumor	2
protein malnutrition	alkali	soluble protein/dna ratio	3
schroth method	can lead to	increase	1
disorder	note to	date	1
disease	be of	cystic type	3
one anti-hcv-positive patient	marked improvement in	other anti-hcv-positive patient	2
active crohn 's disease	complete	4-week treatment course	2
<NUM> mmol/l hydrochloric acid	increase	total protein loss	2
crude survival	occur in	either stage	2
one patient	have	grand mal seizure	4
chenodeoxycholic acid	normalize	cholestanol level	3
coronary artery disease	be asymptomatic during	exercise	1
presence of cirrhosis	significantly increase	mortality	4
statistically significant increase	be demonstrate with	duration of exposure	2
blood flow	then fall to	baseline	1
cirrhosis	be at	high risk	2
patient	suffer from	renal disease	2
one clinical failure	occur in	each group	3
total group	show	increased e/a ratio	2
secondary depression	be	frequent final factor	2
patient	be at	risk	2
coronary angiography	increase dramatically in	each group	1
eating disorder	refute	diagnosis	2
third patient	have	uneventful postoperative course	2
morphometric study	be perform use	computerized image analysis	2
hippocampal tissue	be available for	histological examination	2
their detection	predict presence of	disease	1
sucralfate	be accompany by	<NUM> % increase	1
chlamydial infection	be	easily treatable disease	2
course	end result of	disease	1
time course	study in	one patient	1
this area	may be term	dissector 's digital injury	2
renovascular hypertension	be	final diagnosis	1
plasma homovanillic acid	be measure during	administration of neuroleptic medication	3
3-minute occlusion	be perform without	exposure	2
patient	show	no clot reduction	3
first patient	be enrol in	pilot study	3
diagnosis	be make after	delivery	1
most important prognostic factor	be	early diagnosis	3
chronic pancreatitis	confirm at	surgery	3
immunohistochemical study	reveal	measles virus antigen	3
yag laser photocoagulation	be	safe and effective method	1
diabetes	mean age at	diagnosis of hypertension	3
surgery	contain less than	<NUM> ng gastrin	2
patient	develop	severe hypersensitivity reaction	4
surgery	be do after	induction of local anesthesia	3
citrobacter meningitis	be	uncommon enteric gram-negative infection	2
mild hypertension	elevated	blood pressure	3
long-term artificial ventilation	may require	major thoracic surgery	3
low-stage clear cell carcinoma	cause	cancer death	2
patient	be in	kidney failure	2
injury	could be	factor	4
coronary atherectomy	result in	increase	1
patient	complain of	pain	1
airway disease	be by	reduction	2
one patient	die in	early postoperative period	2
alprazolam withdrawal	may occur after	shorter period of use	2
delivery	do not increase	morbidity	3
tamoxifen	be associate with	greater disease-free survival	3
stage iv disease	do not alter	survival	2
cystic fibrosis	may constitute	particularly high-risk group	3
t-helper/t-suppressor ratio	be lower in	group	3
ct scan	show	extensive mesenteric lymphadenopathy	3
malnutrition	be associate with	increased mortality	4
commonest cause of death	follow in	order of frequency	3
transdermal nitroglycerin	may induce	contact dermatitis	2
131i-metaiodobenzylguanidine scan	provide localization of	tumor	1
measurement	lead to	better diagnosis	4
this patient	also suffer	liver	3
prosthetic graft infection	range in	age	1
surveillance-only group	be without	evidence of disease	2
warfarin group	be in	target range	3
brief quality-of-life assessment	be make at	baseline	1
first group	receive	<NUM> % oxygen	1
temporal lobe epilepsy	may follow	perinatal injury	3
this study	include	head injury	1
second patient	have	diabetes	4
objective measurement	will enhance	increased rate of return	3
only <NUM> patient	have late	superficial wound infection	3
patient	develop	recurrent aortic graft infection	2
only one patient	have	renal involvement	3
malnutrition	frequently accompany	inflammatory bowel disease	2
open-lung biopsy	show	kaposi 's sarcoma	2
this study	be call	microscopic disease	2
severe neural injury	be document at	time of transtemporal surgery	2
packed cell volume	measure early in	pregnancy	3
platelet-activating factor	be infuse into	hepatic artery	2
patient	be under	general anesthesia	4
compression nerve injury	be due to	ischemia	2
kaposi 's sarcoma	have decrease as	index diagnosis	3
no loss of reduction	occur in	any patient	2
marrow fibrosis	result in	graft failure	5
one premenarchal patient	exhibit	growth disorder	7
diagnosis	be suggest by	computed tomographic scan	4
juvenile intervertebral disc calcification	be generally	self-limiting disease	2
follow-up period	include	older age	1
<NUM> % body weight	maintain	normal blood pressure	2
worsening of angina	be related to	increase	1
control group	excrete	glucose	1
patient	present with	acute dysphagia	3
corticosteroid	be follow by	increase	2
ischemic neuronal injury	may be of	use	2
operative blood loss	be calculate by	weight method	2
no patient	have	sensory loss	2
impact of blood pressure	be reduce in	this study	1
addition of sodium bicarbonate	be	simple method	1
extensor digitorum longus muscle	have reduce	tetanic tension	2
pancreatic cancer	manifest	insulin resistance	1
scid mutation	lead to	inability	1
both increase	increase in	alcohol consumption	1
influence of the drug	elevated	serum cholesterol	1
third group	receive	<NUM> % oxygen	1
one patient	die post-operatively from	myocardial infarction	3
<NUM> microm inorganic mercury	produce	necrosis	3
hereditary form of retinoblastoma	carry	germ line mutation	3
only in-hospital death	be in	control group	2
disease	be observe on	131i scan	2
tubal pregnancy	be exclude from	analysis	1
accurate diagnosis	be obtain by	needle biopsy	3
essential hypertension	be	hyperinsulinemia	3
digital subtraction angiography	be use for	diagnosis	3
cystic fibrosis	be located within	region	1
baseline	have exhibit	st segment depression	2
one patient	have	central retinal vein occlusion	3
group	report	pain	1
bone	have	osteomyelitis	4
no patient	develop	chronic arthritis	3
patient	die of	mediastinitis	4
this group	be compare with	<NUM> age	2
single patient	have	perioperative myocardial infarction	3
particular <NUM> cerebral edema	may prolong	survival	2
pathological progression	be characterize by	increase	1
incidence of malnutrition	be related to	patient age	3
hepatic cirrhosis	show	slight increase	3
tomographic scan	be advocate as	best noninvasive method	2
only one patient	have	bone pain	2
ct	have	infarct	2
radiation	be not give	( disease-free survival	2
gel	place over	burned hand	2
oestrogen use	will prevent	bone loss	2
this increase	be exponential by	linear regression analysis	2
patient	suffer	cerebral infarct	6
fetal death	be cause by	measles virus infection	3
thyroid cancer	be recognize grossly	detectable disease	2
acute dose of ethanol	depend on	animal 's previous exposure	2
acetic acid	inflammed	tissue	1
elevated serum alpha-fetoprotein level	undergo	serial ultrasonography	5
mortality rate	be highest in	this group	2
this group	be at	risk	4
pleural exudate level	exceed	corresponding serum	2
young people	have	diabetes	3
iatrogenic illness	be at	risk	2
same period	be	toxin	4
nonfatal myocardial infarction	die of	coronary heart disease	2
his kaposi 's sarcoma	have have	benign clinical course	2
drug	deplete	calcium	1
addition	may augment	severity of the disease	2
rosacea conjunctival inflammation	resemble	type iv hypersensitivity reaction	2
gadolinium-diethylenetriaminepentaacetic acid	accurately demonstrate	spread of disease	3
tuberculous peritonitis	be	rare disease	2
patient	complain of	watery diarrhea	2
intermittent volume	cycle	mechanical ventilation	1
patient	have	hypersensitivity reaction	8
each group	be assign	separate code number	2
radiograph	may allow for	confident diagnosis	4
perindopril and nifedipine	significantly reduce	mean blood pressure	3
kinematic analysis	be describe for	this patient group	1
test	require	patient	2
atpase-dependent k + occlusion	be inhibit in	diabetic	1
previous rectal examination	increase as	stage of cancer	2
<NUM> hr	be place on	total artificial heart	2
serum	also occur with	nonseminomatous germ cell tumor	2
drug	do not alter	plasma norepinephrine	1
myocardial infarction	be find	( relative risk	3
crohn 's disease	observe in	european continent	2
patient	manifest	sudden hearing loss	4
unstable angina	suspect	myocardial infarction	1
each group	be make use	nonparametric wilcoxon two-sample test	2
this ectopic splenic tissue	be indistinguishable from	renal cell carcinoma	5
their median age	be	<NUM> years ( range	3
prospective study	be conduct of	all episodes of bacteremia	3
region	reveal	mutation	1
transmission area	find	no increase	3
fulminant hepatic failure	find in	normal human serum	2
first study	deliberately use	design	1
balloon dilatation and correction	be	<NUM> months ( range	1
purpose of this article	be to enable	pediatrician	2
psoriasis skin	could initiate	this reaction	1
carcinoma	have	endometrial carcinoma	2
atropine group	have	increase	1
compartment syndrome	may develop after	calcaneal fracture	4
fetal echocardiography	have necessitate	further study	2
cutaneous inflammation	be under	study	1
subsequent neurologic examination	reveal	persistent seizure disorder	2
diagnosis	be confirm by	use of electron microscopy	3
ct	be diagnostic for	diaphragmatic rupture	2
this patient	develop	diabetes	3
one patient	have	bilateral involvement	2
average catheter duration	be	<NUM> days ( range	2
active crohn 's disease	be	further evidence	1
cytologic study	be find at	surgery	3
blunt chest trauma	can result in	cardiac injury	2
median survival	be	<NUM> months ( range	5
sucralfate group	show	larger ulcer area	2
laryngeal cancer	thus reflect highly	aggressive disease	2
pregnancy	be study in	<NUM> iron	2
coronary blood flow	be observe in	control group	1
development of cortical blindness	appear to be	adverse reaction	1
48-month period	have	thrombocytopenia	4
diarrhea	occur in only	<NUM> patient	1
extensive hepatic fibrosis	establish	micronodular cirrhosis	2
final diagnosis	be prove with	pathologic study	4
patient	also have receive	verapamil	2
zidovudine	be	safe drug	2
one patient	die during	insertion	2
hematological disorder	be note until	patient death	3
patient	have recover from	neutropenia	4
ruptured hepatocellular carcinoma	be man with	cirrhosis	3
international normalized ratio	be in	target range	2
this mycoplasma	be associate with	acute fatal disease	2
patient	develop	severe lung disease	2
chagas ' disease	be associate with	risk	3
induced tachycardia cycle length	correlate strongly with	increase	2
latter group	benefit from	staging period	2
revision group	be from	primary tka group	2
asthma	can follow	viral illness	2
tnf alpha	induce	fever	2
diabetes	be also at	high risk	4
bronchiolar fibrosis	be associate with	chronic cigarette use	2
human hepatic asialoglycoprotein receptor	be	target antigen	2
acute pulmonary infarction	be document by	ventilation-perfusion scan	4
renal ultrasound	do	show treatable disease	3
uncommon injury	can cause	serious morbidity and mortality	3
adipose tissue linolenic acid	correlate negatively with	serum cholesterol	1
subject	be at	high risk	1
obesity	be associate with	infection	3
diagnosis	be make by	histological examination	1
endothelin	may contribute to	increase	1
theophylline	have	partial <NUM> and verapamil	2
mandibular surgery	be	internal maxillary artery	2
each patient	be monitor during	treatment ( range	2
one death	occur in	group	2
no patient	experienced	diarrhea	1
infection	contribute to	great extent	2
acyclovir-resistant infection	eventually recur in	every healed patient	4
ldl cholesterol	may mask	low high-density lipoprotein cholesterol	3
human alpha	be observe in	respiratory epithelium	2
diaphragm use	may allow	infection	3
iol placement	be	<NUM> months ( range	1
skin	could evoke	pain	1
polyarticular disease	frequently lead to	joint destruction and disability	1
patient	die of	multiple organ failure	3
disease	cause	serious morbidity	2
high cholesterol diet	contribute to	glomerular capillary hypertension	2
prostatic cancer	be	oncologic emergency	4
non-diabetic range	be accompany by	threefold increase	1
endothelium	be find in	hypertension	1
prior severe head injury	be associate with	severe cell loss	3
tilt test	be	excellent and cost-effective test	2
elemental diet	improve	intestinal integrity and inflammation	2
dipyridamole stress	may supplement	wall motion analysis	1
one patient clinical course	heterozygous for	mutation	1
purpose of this study	be to investigate	feasibility of echographic study	3
surgery	be miss at	gun biopsy	2
transient atrioventricular block	occur in	one patient	1
burn	alone produce	oxidant-induced tissue	4
utility of the test	be limited by	need	1
human hepatic asialoglycoprotein receptor	be also	target antigen	2
viability of myocardial tissue	be assess by	exercise	1
patient	develop	respiratory distress needing intubation	3
this age group	be for	diarrhea	1
total parenteral nutrition	be use in	<NUM> % and surgery	2
purpose of this study	be to use	time-sequential design	2
this study	provide documentation of	hiv-1 perinatal transmission risk	2
nocturnal airflow obstruction	be associate with	increased release of histamine	3
method	allow increase	concentrations of oxygen	2
such a stroke	be rare in	any age group	3
pneumocystis carinii pneumonia	be receive	maintenance hemodialysis ( group	2
soft-tissue sarcoma	may result from	exposure	1
firm radiological diagnosis	still require	myelography	3
local pain	regress after	surgery	1
aerobic exercise	reduce	fatigue	1
one patient	subsequently have	surgery	1
end-stage congestive heart failure	be at	risk	4
advanced primary breast cancer	have	chemotherapy	2
such avoidance	may reduce	lung injury	2
one hand	match	synovial fluid	1
progression	die of	metastatic disease	1
